text,label
14. ಪಕ್ಷಪಾತದಿಂದ ಉಂಟಾಗುವ ಅಸಮಾನ ಚಿಕಿತ್ಸೆ ಅಥವಾ ಅವಕಾಶಗಳು ಅದನ್ನು ಶಾಶ್ವತಗೊಳಿಸುವವರ ಕಡೆಗೆ ಕೋಪ ಮತ್ತು ಅಸಮಾಧಾನವನ್ನು ಉಂಟುಮಾಡಬಹುದು.,Anger
15. ವೈಯಕ್ತಿಕ ಪಕ್ಷಪಾತಗಳ ಕಾರಣದಿಂದ ವ್ಯಕ್ತಿಗಳಿಗೆ ಸಮಾನ ಚಿಕಿತ್ಸೆ ಅಥವಾ ಅವಕಾಶಗಳನ್ನು ನಿರಾಕರಿಸಿದಾಗ ಕೋಪ ಮತ್ತು ಆವೇಶ ಭಾವಕ್ಕೆ ಕಾರಣ.,Anger
16. ಜೀವನದ ವಿವಿಧ ಅಂಶಗಳಲ್ಲಿ ಪಕ್ಷಪಾತದ ನಿರಂತರ ಉಪಸ್ಥಿತಿಯು ನ್ಯಾಯಸಮ್ಮತತೆ ಮತ್ತು ಸಮಾನತೆಯ ಕೊರತೆಯಿಂದ ಕೋಪ ಮತ್ತು ಆವೇಶ ಭಾವನೆಯನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ.,Anger
17. ವ್ಯಕ್ತಿಗಳು ಅಥವಾ ಗುಂಪುಗಳ ಮೇಲೆ ಪಕ್ಷಪಾತದ ಋಣಾತ್ಮಕ ಪ್ರಭಾವಕ್ಕೆ ಸಾಕ್ಷಿಯಾಗುವುದು ಕೋಪ ಮತ್ತು ಅದನ್ನು ಸವಾಲು ಮಾಡಲು ಮತ್ತು ಎದುರಿಸಲು ನಿರ್ಣಯವನ್ನು ಉಂಟುಮಾಡಬಹುದು.,Anger
18. ಪಕ್ಷಪಾತದಿಂದ ಉಂಟಾದ ಹಾನಿಯ ಗುರುತಿಸುವಿಕೆ ಇನ್ನೂ ಕೋಪದ ಸಂಖ್ಯೆಯನ್ನು ಮತ್ತು ನ್ಯಾಯ ಮತ್ತು ಸಮಾನತೆಗೆ ಚಾಲನೆಯನ್ನು ಉಂಟುಮಾಡಬಹುದು.,Anger
19. ಪಕ್ಷಪಾತವನ್ನು ಒಪ್ಪಿಕೊಳ್ಳಲು ಮತ್ತು ಪರಿಹರಿಸಲು ಇಷ್ಟವಿಲ್ಲದಿರುವುದು ಅಥವಾ ನಿರಾಕರಣೆ ಕೋಪ ಮತ್ತು ಕ್ರೋದ ತೀವ್ರಗೊಳಿಸುವುದು.,Anger
20. ಪಕ್ಷಪಾತಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಎರಡು ಸ್ಥಳಗಳು ಮತ್ತು ಬೂಟಾಟಿಕೆಗಳು ಅದರಲ್ಲಿ ತೊಡಗಿರುವವರ ಕಡೆಗೆ ಕೋಪ ಮತ್ತು ಅಸಮಾಧಾನವನ್ನು ಉಂಟುಮಾಡುತ್ತವೆ.,Anger
"21. ವ್ಯಕ್ತಿಗಳ ನಿರ್ಧಾರ ತೆಗೆದುಕೊಳ್ಳುವಲ್ಲಿ ಅಥವಾ ಚಿಕಿತ್ಸೆಯಲ್ಲಿ ಒಲವು ಅಥವಾ ಪಕ್ಷಪಾತವನ್ನು ತೋರಿಸಿದಾಗ ಅದು ಕೆರಳಿಸುತ್ತದೆ, ಇದು ಕ್ರೋದ ಮತ್ತು ಕೋಪದ ಭಾವನೆಗಳನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ.",Anger
22. ಪಕ್ಷಪಾತದ ನಿರಾಕರಣೆ ಅಥವಾ ವಜಾಗೊಳಿಸುವುದರ ಜೊತೆಗೆ ಅದನ್ನು ಶಾಶ್ವತಗೊಳಿಸುವವರ ಕಡೆಗೆ ಕೋಪ ಮತ್ತು ಅಸಮಾಧಾನವನ್ನು ತೀವ್ರಗೊಳಿಸುತ್ತದೆ.,Anger
23. ಅಂಚಿನಲ್ಲಿರುವ ವ್ಯಕ್ತಿಗಳು ಅಥವಾ ಗುಂಪುಗಳ ಮೇಲೆ ಪಕ್ಷಪಾತದ ಋಣಾತ್ಮಕ ಪರಿಣಾಮಗಳಿಗೆ ಸಾಕ್ಷಿಯಾಗುವುದು ಕೋಪದ ಭಾವನೆ ಮತ್ತು ಅದರ ವಿರುದ್ಧ ಹೋರಾಡುವ ನಿರ್ಣಯವನ್ನು ಹೆಚ್ಚಿಸುತ್ತದೆ.,Anger
24. ಪಕ್ಷಪಾತವು ನ್ಯಾಯಸಮ್ಮತತೆ ಮತ್ತು ಸಮಾನತೆಯನ್ನು ದುರ್ಬಲಗೊಳಿಸುತ್ತದೆ ಎಂಬ ಗುರುತಿಸುವಿಕೆ ಇನ್ನೂ ಕೋಪದ ಬಲವಾದ ಅರ್ಥವನ್ನು ಮತ್ತು ಬದಲಾವಣೆಯ ಕರೆಯನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ.,Anger
25. ಪಕ್ಷಪಾತದ ಕಾರಣದಿಂದ ಅನ್ಯಾಯವಾಗಿ ಅಥವಾ ಕಡೆಗಣಿಸಲಾಗಿದೆ ಎಂಬ ಗ್ರಹಿಕೆಯು ನಿಷ್ಪಕ್ಷಪಾತ ಮತ್ತು ನ್ಯಾಯಸಮ್ಮತತೆಯ ಕೊರತೆಯಿಂದ ಆಳವಾದ ಕೋಪ ಮತ್ತು ಹತಾಶೆಯನ್ನು ಪ್ರಚೋದಿಸುತ್ತದೆ.,Anger
"1. ಮೊಬೈಲ್ ಫೋನ್ ಚಟವು ಕೋಪವನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ ಏಕೆಂದರೆ ಅದು ಒಬ್ಬರ ಆರೋಗ್ಯ, ಸಂಬಂಧಗಳು ಮತ್ತು ಉತ್ಪಾದಕತೆಯ ಮೇಲೆ ಋಣಾತ್ಮಕ ಪರಿಣಾಮ ಬೀರುತ್ತದೆ.",Anger
2. ಜನರು ತಮ್ಮ ಸುತ್ತಮುತ್ತಲಿನ ಮತ್ತು ಪ್ರೀತಿಪಾತ್ರರನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ ತಮ್ಮ ಮೊಬೈಲ್ ಫೋನ್‌ಗಳಿಗೆ ನಿರಂತರವಾಗಿ ಅಂಟಿಕೊಂಡಿರುವುದನ್ನು ನೋಡಲು ಇದು ರೋಮಾಂಚನಕಾರಿಯಾಗಿದೆ.,Anger
3. ಮೊಬೈಲ್ ಫೋನ್‌ಗಳ ವ್ಯಸನಕಾರಿ ಸ್ವಭಾವವನ್ನು ಕೆರಳಿಸಬಹುದು ಏಕೆಂದರೆ ಅದು ಸ್ವಯಂ ನಿಯಂತ್ರಣದ ನಷ್ಟ ಮತ್ತು ಅತಿಯಾದ ಪರದೆಯ ಸಮಯಕ್ಕೆ ಕಾರಣವಾಗುತ್ತದೆ.,Anger
ಅವರು ಹೇಳಿದ ವಿಷಯ ನನಗೆ ಕಿರಿಕಿರಿಯಾಗಿತ್ತು.,Anger
"5. ಮೊಬೈಲ್ ಫೋನ್ ವ್ಯಸನದ ಹಾನಿಕಾರಕ ಪರಿಣಾಮಗಳಿಗೆ ಸಾಕ್ಷಿಯಾಗುವುದು, ಕಡಿಮೆ ಗಮನ ಸೆಳೆಯುವುದು ಮತ್ತು ದುರ್ಬಲಗೊಂಡ ಅರಿವಿನ ಕಾರ್ಯವು ಕೋಪವsನ್ನು ಪ್ರಚೋದಿಸುತ್ತದೆ.",Anger
"6. ಕೆಲಸ ಅಥವಾ ಅಧ್ಯಯನದಂತಹ ಪ್ರಮುಖ ಕಾರ್ಯಗಳಿಗೆ ಅಡ್ಡಿಪಡಿಸಿದಾಗ ಮೊಬೈಲ್ ಫೋನ್‌ಗಳ ಗೀಳು ಕೆರಳಿಸಬಹುದು, ಇದು ಉತ್ಪಾದನೆ ಮತ್ತು ದಕ್ಷತೆ ಕಡಿಮೆಯಾಗುತ್ತದೆ.",Anger
"7. ಮೊಬೈಲ್ ಫೋನ್ ಚಟವು ಅರ್ಥಪೂರ್ಣ ಮಾನವ ಸಂಪರ್ಕಕ್ಕೆ ಹೋದಾಗ ಅದು ಕೆರಳಿಸುತ್ತದೆ, ಇದು ಸಂವಹನಗಳು ಮತ್ತು ಬಾಹ್ಯ ಸಂಬಂಧಗಳಿಗೆ ತಡೆರಹಿತ.",Anger
8. ಮೊಬೈಲ್ ಫೋನ್‌ಗಳಿಂದ ಉಂಟಾಗುವ ನಿರಂತರ ವ್ಯಾಕುಲತೆ ಮತ್ತು ಅದರ ಕೋಪವನ್ನು ಕೆರಳಿಸಬಹುದು ಏಕೆಂದರೆ ಅದು ಗಮನ ಮತ್ತು ಏಕಾಗ್ರತೆಗೆ ಅಡ್ಡಿಯಾಗುತ್ತದೆ.,Anger
"""ನೀವು ನನ್ನ ಕೋಪವನ್ನು ಎದುರಿಸಲು ಬಯಸದಿದ್ದರೆ, ನೀವು ಈಗ ಹಿಂದೆ ಸರಿಯುತ್ತೀರಿ.""",Anger
ನನ್ನ ಸ್ನೇಹಿತರು ನನ್ನ ಜೊತೆ ಹೇಳಿದ ವಿಷಯ ನಮಗೆ ಕಿರಿಕಿರಿಯಾಗಿತ್ತು.,Anger
11. ಸಾಮಾಜಿಕ ಮಾಧ್ಯಮ ಮತ್ತು ಗೇಮಿಂಗ್‌ನಂತಹ ಮೊಬೈಲ್ ಫೋನ್‌ಗಳ ವ್ಯಸನಕಾರಿ ವೈಶಿಷ್ಟ್ಯಗಳು ಅತಿಯಾದ ಬಳಕೆ ಮತ್ತು ಜೀವನದ ಇತರ ಪ್ರಮುಖ ಅಂಶಗಳ ನಿರ್ಲಕ್ಷ್ಯಕ್ಕೆ ಕಾರಣವಾಗುವುದಿಲ್ಲ.,Anger
ನನ್ನ ಹೆಸರನ್ನು ಹೇಳಿದಾಗ ಅವರಿಗೆ ಕಿರಿಕಿರಿಯಾಗಿತ್ತು.,Anger
"13. ಸಾರ್ವಜನಿಕ ಸ್ಥಳಗಳಲ್ಲಿ ಮೊಬೈಲ್ ಫೋನ್‌ಗಳ ಅತಿಯಾದ ಬಳಕೆ, ಉದಾಹರಣೆಗೆ ಊಟ ಅಥವಾ ಸಾಮಾಜಿಕ ಕೂಟಗಳ ಸಮಯದಲ್ಲಿ, ಮೂಲಭೂತ ಸಾಮಾಜಿಕ ಶಿಷ್ಟಾಚಾರದ ಕೊರತೆಯನ್ನು ತೋರಿಸುವ ಕೋಪವನ್ನು ಕೆರಳಿಸಬಹುದು.",Anger
"14. ಮೊಬೈಲ್ ಫೋನ್ ಚಟವು ಅಸುರಕ್ಷಿತ ನಡವಳಿಕೆಗಳಿಗೆ ಕಾರಣವಾದಾಗ ಅದು ನಿರಾಶಾದಾಯಕವಾಗಿರುತ್ತದೆ, ಉದಾಹರಣೆಗೆ ಡ್ರೈವಿಂಗ್ ಅಥವಾ ವಾಕಿಂಗ್ ಮಾಡುವಾಗ ಸಂದೇಶ ಕಳುಹಿಸುವುದು, ತನ್ನನ್ನು ಮತ್ತು ಇತರರನ್ನು ಅಪಾಯಕ್ಕೆ ತಳ್ಳುತ್ತದೆ.",Anger
ಅವನ ಹಾಗೂ ನನ್ನ ನಡವಳಿಕೆಯ ಸಮಾನ ದ್ವೇಷ ಇದೆ.,Anger
16. ಮೊಬೈಲ್ ಫೋನ್‌ಗಳನ್ನು ಪರಿಶೀಲಿಸುವ ಮತ್ತು ನಿರಂತರ ಪ್ರತಿಕ್ರಿಯೆಯು ಕೋಪಗೊಳ್ಳುವುದರಿಂದ ಅದು ಕ್ಷಣದಲ್ಲಿ ಸಂಪೂರ್ಣವಾಗಿ ಇರುವ ಒಬ್ಬರ ಸಾಮರ್ಥ್ಯವನ್ನು ಅಡ್ಡಿಪಡಿಸುತ್ತದೆ.,Anger
"17. ಮೊಬೈಲ್ ಫೋನ್ ವ್ಯಸನವು ದೈಹಿಕ ಚಟುವಟಿಕೆ ಮತ್ತು ಹೊರಾಂಗಣವನ್ನು ತೊಡಗಿಸಿಕೊಳ್ಳುವಿಕೆಯಲ್ಲಿ ಇಳಿಕೆಗೆ ಕಾರಣವಾಗುವುದು, ಜಡ ಮತ್ತು ಅನಾರೋಗ್ಯಕರ ಜೀವನಶೈಲಿಗೆ ಕಾರಣವಾಯಿತು.",Anger
ನನಗೆ ಅವನ ವ್ಯಕ್ತಿತ್ವದಿಂದ ದ್ವೇಷವಾಗಿದೆ.,Anger
"19. ಮೊಬೈಲ್ ಫೋನ್ ಚಟವು ಪರದೆಯ ಸಮಯ ಮತ್ತು ಕೆಲಸ, ಹವ್ಯಾಸಗಳು ಮತ್ತು ಇತರ ಸ್ವಯಂ-ಆರೈಕೆಯಂತಹ ಪ್ರಮುಖ ಚಟುವಟಿಕೆಗಳ ನಡುವಿನ ಸಮತೋಲನದ ಕೊರತೆಯಿಂದಾಗಿ ಅದು ಅಸಮಾಧಾನವಾಗಿರುತ್ತದೆ.",Anger
20. ಶೈಕ್ಷಣಿಕ ಅಥವಾ ವೃತ್ತಿಪರರ ಮೇಲೆ ಮೊಬೈಲ್ ಫೋನ್ ಚಟದ ಋಣಾತ್ಮಕ ಪ್ರಭಾವಕ್ಕೆ ಸಾಕ್ಷಿಯಾಗುವುದು ಕೋಪ ಮತ್ತು ಆವೇಶವನ್ನು ಉಂಟುಮಾಡಬಹುದು.,Anger
21. ಮೊಬೈಲ್ ಫೋನ್ ವ್ಯಸನದಿಂದ ಉತ್ತೇಜಿತವಾದ ನಿರಂತರ ಹೋಲಿಕೆ ಮತ್ತು ಮೌಲ್ಯೀಕರಣ-ಕೋರಿಕೆಯ ನಡವಳಿಕೆಯು ಕೆರಳಿಸಬಹುದು ಏಕೆಂದರೆ ಅದು ಕಡಿಮೆ ಸ್ವಾಭಿಮಾನ ಮತ್ತು ಸ್ವಾಭಿಮಾನಕ್ಕೆ ಕಾರಣವಾಗುತ್ತದೆ.,Anger
ವೈಯಕ್ತಿಕ ಗೌಪ್ಯತೆ ಮತ್ತು ಸುರಕ್ಷತೆಯಲ್ಲಿ ಇಳಿಕೆಗೆ ಕಾರಣವಾದಾಗ ಅದು ಕೋಪವನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ.,Anger
23. ಮೊಬೈಲ್ ಫೋನ್‌ಗಳ ವ್ಯಸನಕಾರಿ ಸ್ವಭಾವವು ಕೋಪವನ್ನು ಕೆರಳಿಸಬಹುದು ಏಕೆಂದರೆ ಅದು ನಿಯಂತ್ರಣವನ್ನು ಕಳೆದುಕೊಳ್ಳಬಹುದು ಮತ್ತು ಅತಿಯಾದ ಸ್ಕ್ರೋಲಿಂಗ್ ಮತ್ತು ಗೇಮಿಂಗ್‌ನಂತಹ ಅನಾರೋಗ್ಯಕರ ನಡವಳಿಕೆಗಳಿಗೆ ಕಾರಣವಾಗುತ್ತದೆ.,Anger
24. ಮೊಬೈಲ್ ಫೋನ್ ಚಟವು ಮುಖಾಮುಖಿ ಸಂವಹನ ಮತ್ತು ಇತರರೊಂದಿಗೆ ಅರ್ಥಪೂರ್ಣ ಸಂಪರ್ಕಗಳಲ್ಲಿ ಇಳಿಕೆಗೆ ಕಾರಣವಾದಾಗ ಅದು ಕೆರಳಿಸುತ್ತದೆ.,Anger
ನನಗೆ ಆ ಕಾರ್ಯಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ವ್ಯಕ್ತಿಯ ಮೇಲೆ ಆಕ್ರೋಶವಿದೆ.,Anger
ನನಗೆ ಆತನ ನಡವಳಿಕೆಯ ಮೇಲೆ ದ್ವೇಷ ಹುಟ್ಟಿದೆ.,Anger
ಚಂಡಮಾರುತದ ಸಮಯದಲ್ಲಿ ಗುಡುಗಿನ ಜೋರಾಗಿ ಬಿರುಕುಗಳು ನನ್ನ ಬೆನ್ನುಮೂಳೆಯ ಕೆಳಗೆ ನಡುಗುತ್ತವೆ.,Fear
ದೂರದಲ್ಲಿ ಗುಡುಗು ಸದ್ದು ಕೇಳಿದಾಗ ನನಗೆ ಅಶಾಂತಿ ಮತ್ತು ಆತಂಕದ ಅನುಭವವಾಗುತ್ತದೆ.,Fear
ಚಂಡಮಾರುತದ ಸಮಯದಲ್ಲಿ ಕಪ್ಪು ಮೋಡಗಳು ಮತ್ತು ಮಿಂಚುಗಳು ನನಗೆ ಮುನ್ಸೂಚನೆಯ ಅರ್ಥವನ್ನು ನೀಡುತ್ತವೆ.,Fear
ಚಂಡಮಾರುತದ ಸಮಯದಲ್ಲಿ ನಾನು ಆತಂಕಕ್ಕೊಳಗಾಗುತ್ತೇನೆ ಏಕೆಂದರೆ ಅದು ಉಂಟುಮಾಡಬಹುದಾದ ಸಂಭಾವ್ಯ ಹಾನಿಯ ಬಗ್ಗೆ ನಾನು ಚಿಂತಿಸುತ್ತೇನೆ.,Fear
"ಚಂಡಮಾರುತದ ಸಮಯದಲ್ಲಿ ಹಠಾತ್ ಮಿಂಚುಗಳು ಭಯಾನಕವಾಗಬಹುದು, ವಿಶೇಷವಾಗಿ ಅವು ಆಕಾಶವನ್ನು ಮಾಡಿದೆ.",Fear
ಚಂಡಮಾರುತದ ಸಮಯದಲ್ಲಿ ನಾನು ಜೋರಾಗಿ ಗುಡುಗುಗಳನ್ನು ಕೇಳಿದಾಗ ನನ್ನ ಅಡ್ರಿನಾಲಿನ್ ಸ್ಪೈಕ್ ಅನ್ನು ನಾನು ಅನುಭವಿಸುತ್ತೇನೆ.,Fear
ಚಂಡಮಾರುತವು ಪ್ರಕೃತಿಯ ಕಚ್ಚಾ ಶಕ್ತಿಯ ಎದುರು ನನ್ನನ್ನು ಸಣ್ಣ ಮತ್ತು ಶಕ್ತಿಹೀನನನ್ನಾಗಿ ಮಾಡುತ್ತದೆ.,Fear
ಚಂಡಮಾರುತದ ಸಮಯದಲ್ಲಿ ಕಿಟಕಿಗಳ ವಿರುದ್ಧ ಮಳೆಯ ಶಬ್ದವು ಅಶಾಂತವಾಗಿದೆ.,Fear
ಗುಡುಗು ಸಹಿತ ಬಿರುಗಾಳಿಯ ಸಮಯದಲ್ಲಿ ನಾನು ಉದ್ವಿಗ್ನನಾಗಿದ್ದೇನೆ ಮತ್ತು ಮುಂದಿನ ಗುಡುಗು ಸಿಡಿಲನ್ನು ನಿರೀಕ್ಷಿಸುತ್ತಿದ್ದೇನೆ.,Fear
ಗುಡುಗು ಸಿಡಿಲಿನ ಸಮಯದಲ್ಲಿ ನಾನು ಭಯಪಡುತ್ತೇನೆ ಏಕೆಂದರೆ ನಾನು ಸಿಡಿಲು ಬಡಿದುಕೊಳ್ಳುವ ಭಯದಲ್ಲಿದ್ದೇನೆ.,Fear
"ಗುಡುಗು ಸಿಡಿಲುಗಳತೆಯು ನನಗೆ ಆತಂಕವನ್ನುಂಟುಮಾಡುತ್ತದೆ, ಏಕೆಂದರೆ ಅವು ಯಾವಾಗ ಹೊಡೆಯುತ್ತವೆ ಅಥವಾ ಅವು ಎಷ್ಟು ಅನಿರೀಕ್ಷಿತವಾಗಿ ಸಂಭವಿಸುತ್ತವೆ ಎಂದು ನನಗೆ ತಿಳಿದಿಲ್ಲ.",Fear
"ಚಂಡಮಾರುತದ ಸಮಯದಲ್ಲಿ ನಾನು ದುರ್ಬಲತೆಯ ಭಾವನೆಯನ್ನು ಅನುಭವಿಸುತ್ತೇನೆ, ಏಕೆಂದರೆ ಪ್ರಕೃತಿಯು ಹೇಗೆ ಅನಿಯಂತ್ರಿತವಾಗಿದೆ ಎಂದು ನಾನು ನೆನಪಿಸಿಕೊಳ್ಳುತ್ತೇನೆ.",Fear
ಚಂಡಮಾರುತದ ಕತ್ತಲೆ ಮತ್ತು ಅವ್ಯವಸ್ಥೆಯು ಭಯ ಮತ್ತು ಅಸ್ವಸ್ಥತೆಯ ಭಾವನೆಗಳನ್ನು ಪ್ರಚೋದಿಸುತ್ತದೆ.,Fear
"ಚಂಡಮಾರುತದ ಸಮಯದಲ್ಲಿ ವಿಶ್ರಾಂತಿ ಪಡೆಯುವುದು ನನಗೆ ಕಷ್ಟಕರವಾಗಿದೆ, ಏಕೆಂದರೆ ನಾನು ಮುಂದಿನ ಗುಡುಗು ಸಿಡಿಲು ನಿರಂತರವಾಗಿ ಕಾವಲು ಕಾಯುತ್ತೇನೆ.",Fear
ಚಂಡಮಾರುತದ ಸಮಯದಲ್ಲಿ ಗುಡುಗಿನ ವಿಜೃಂಭಣೆಯ ಶಬ್ದವು ನನ್ನನ್ನು ಗಾಬರಿಗೊಳಿಸಬಹುದು ಮತ್ತು ನನ್ನ ಹೃದಯದ ಓಟವನ್ನು ಉಂಟುಮಾಡಬಹುದು.,Fear
"ಚಂಡಮಾರುತದ ಸಮಯದಲ್ಲಿ ನಾನು ಶಕ್ತಿಯನ್ನು ಕಳೆದುಕೊಳ್ಳುವ ಭಯದಲ್ಲಿದ್ದೇನೆ, ಇದು ನನ್ನ ಆತಂಕವನ್ನು ಹೊಂದಿದೆ.",Fear
"ಚಂಡಮಾರುತದ ತೀವ್ರತೆಯು ಅಗಾಧವಾಗಿರಬಹುದು, ನನಗೆ ಭಯ ಮತ್ತು ಆತಂಕವನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ.",Fear
"ಚಂಡಮಾರುತದ ಸಮಯದಲ್ಲಿ ನನ್ನ ಪ್ರೀತಿಪಾತ್ರರ ಸುರಕ್ಷತೆಯ ಬಗ್ಗೆ ಚಿಂತಿಸುತ್ತೇನೆ, ಅದು ನನ್ನ ಭಯವನ್ನು ಸೂಚಿಸುತ್ತೇನೆ.",Fear
"ಚಂಡಮಾರುತದ ಸಮಯದಲ್ಲಿ ಗುಡುಗು, ಮಿಂಚು ಮತ್ತು ಮಳೆಯ ಸಂಯೋಜನೆಯು ನನಗೆ ಅವ್ಯವಸ್ಥೆ ಮತ್ತು ಭಯದ ಭಾವನೆಯನ್ನು ಉಂಟುಮಾಡಬಹುದು.",Fear
"ನನ್ನ ಭಯವು ಕಡಿಮೆಯಾದಾಗ, ಗುಡುಗು ಸಹಿತವಾದಾಗ ಮತ್ತು ಆಕಾಶವು ಸ್ಪಷ್ಟವಾದಾಗ ನಾನು ಸಮಾಧಾನದ ಭಾವನೆಯನ್ನು ಅನುಭವಿಸುತ್ತೇನೆ.",Fear
"ಚಂಡಮಾರುತಗಳು ನನಗೆ ಹಿಂದಿನ ತಮ್ಮ ಅನುಭವಗಳ ನೆನಪುಗಳನ್ನು ಪ್ರಚೋದಿಸುತ್ತವೆ, ಅದು ನನ್ನ ಭಯವನ್ನು ತೀವ್ರಗೊಳಿಸುತ್ತದೆ.",Fear
"ಗುಡುಗು ಸಿಡಿಲಿನ ಜೋರಾಗಿ, ಹಠಾತ್ ಶಬ್ದಗಳು ನನ್ನನ್ನು ಗಾಬರಿಗೊಳಿಸಬಹುದು ಮತ್ತು ನನ್ನನ್ನು ಜಿಗಿಯುವಂತೆ ಮಾಡಬಹುದು.",Fear
