text,label
"ఇక్కడ బాంబు ఉండొచ్చు, మనం వీలైనంత తొందరగా ఇక్కడి నుంచీ వెళ్లిపోవాలంటున్నారు.",Fear
నేనేం చేయగలనో అందరికీ చూపించే అవకాశం కోసం ఎదురుచూస్తున్నాను.,Happiness
"విరిగిపోయిన మొబైల్ స్క్రీన్ బాగుచెయ్యడానికి ఏమీ ఖర్చవదని నువ్వు నిశ్చింతగా ఉండవచ్చు, ఎందుకంటే అది వారంటీ కింద ఉంది.",Happiness
ఆ ఉద్యోగికి ప్రమాదం జరిగిందని తెలియగానే ఆఫీసులో వాతావరణం విషాదంగా అయిపొయింది.,Sadness
సిటీలో నాకు ఇష్టమైన చాలా బుక్ షాపులు మూసేస్తుంటే చూస్తూ నాకు బాధేసింది.,Sadness
"నాకు విమానాలలో ఇచ్చే ఆహారం అస్సలు నచ్చదు. చాలా చప్పగా, విచిత్రమైన వాసనతో ఉంటాయి.",Disgust
"ఉద్యోగానికి టైంకి రావు, నిన్ను రమ్మన్న మీటింగులకు రావు! నీకు ఏమాత్రం బాధ్యత లేదనిపిస్తోంది.",Anger
"ఒక రిసార్ట్కి వెళ్ళినప్పుడు, అక్కడ చెఫ్ నాకు ఇష్టమైన వంటకాన్ని అద్భుతంగా వండి నాకు నోటమాట రానట్టు చేస్తారని నేను అస్సలు అనుకోలేదు.",Surprise
"ముంబైలో పబ్లిక్ రెస్ట్రూమ్ల సౌలభ్యం, పరిశుభ్రత చూసి  ఆశ్చర్యమేసింది.",Surprise
బేకరీలో పోషక పదార్ధాలతో కూడిన కొత్త రకం రుచికరమైన మొత్తటి బ్రెడ్ దొరకడంతో నాకు చాలా ఆనందమనిపించింది.,Happiness
"హాయ్ అండీ! నా కారు బాడీ మీదొక గీత పడింది, దాన్ని సరిచేసిపెట్టగలరా అని ఆలోచిస్తున్నాను.",Surprise
రేసు మీద ఎందుకు దృష్టి పెట్టలేవు? ఎప్పుడూ ఏదో ధ్యాసలో ఉంటావు. నా ఆశ చెడగోట్టావు.,Anger
"నా కొలీగ్ రాజీనామా చెయ్యటం, అక్కడ ఉండకపోవటంతో, నేను ఆ సంస్థలో హెచ్ఆర్ హెడ్గా ఇంకా పనిచేస్తూ ఉండాలంటే, నాకు వెలితిగా అనిపిస్తుంది.",Sadness
ఇవాళ్ళ చాలా చోట్ల నా క్రెడిట్ డిక్లైన్ అవుతోంది. నా బ్యాంకు ఎకౌంటులో సరిపడా డబ్బు ఉందా తెలియదు.,Sadness
అసోసియేషన్ మీటింగులో కొంతమంది కాపురస్తులు అనవసరంగా పెద్ద గొడవ చేసినప్పుడు నాకు చెడ్డ అసహ్యం  వేసింది.,Disgust
"ఈ గేమ్లో చాలా రక్తపాతం, హింస ఉన్నాయి. ఎవరైనా దాన్నెందుకు ఆడతారు?",Disgust
భయమేస్తోందా? ఎందుకు? అది అంత ఖరీదైందా?,Fear
నా భార్య ఒంటరిగా నా సహాయం లేకుండా ఇంటి పనులన్నీ  స్వయంగా చేసుకున్నప్పుడు నాకు బాధగా ఉంటుంది.,Sadness
"హాయ్ జయ, మీ అమ్మాయి చాలా మంచి స్టూడెంట్, చాలా మర్యాద గలది. ఎప్పుడూ నాకు గుడ్ మార్నింగ్ చెప్తూ ఉంటుంది.",Happiness
"నువ్వు పొరపాటు చేసి, నేను దాన్ని ఎత్తిచూపిస్తే నా మీద అరవడానికి నీకు ధైర్యం కూడానా.",Disgust
ఈ దుకాణం చాలా చీకటిగా కనిపిస్తోంది. అతని వెనకాల మనం లోపలికి వెళ్లకూడదనిపిస్తోంది. లోపలికెళ్లి నువ్వు మళ్ళీ బయటకి రాకపోతే నేనేం చెయ్యాలి?,Fear
గాంగ్టక్లోని పర్వతాలపై సూర్యోదయం అద్భుతమైన దృశ్యం .,Surprise
తన జట్టు ఎదుగుదల గురించి ప్రత్యేకంగా ఆలోచించే మేనేజర్తో కలిసి పని చేయడం నా అదృష్టం.,Happiness
అతను తన తల మీది పడి చాలా రక్తం పోగొట్టుకున్నాడు. బతుకుతాడనుకోను.,Fear
క్యాబ్ డ్రైవర్ బెంగుళూరు ట్రాఫిక్కులో నేర్పుగా నడిపిస్తున్న పద్ధతి చూస్తే  ఆశ్చర్యమేసింది.,Surprise
నీకు ప్రతిసారి ఈ షాపులో  మంచి బేరాలు దొరుకుతాయి కానీ ఇన్నేళ్లుగా నాకు ఎప్పుడూ దొరకలేదు. నాకు ఉత్సాహం నీరుకారిపోయినట్టు  ఉంటుంది.,Disgust
భారత ఫుట్బాల్ జట్టు ఆసియా క్రీడల్లో ఆడడానికి భారత ప్రభుత్వం అనుమతి ఇవ్వనందుకు నిరుత్సాహపడ్డాను.,Sadness
"ఆ ఉత్సాహం తేలికగా వ్యాపిస్తుంది! మీతో, మీ పెట్తో కలిసి పనిచేస్తూ పోవటం నాకు కూడా ఆనందమే.",Surprise
ఇవాళ్ళ మార్కెట్ నుంచి తాజా గులాబీలు తెచ్చాను. చాలా మంచి వాసన వేస్తున్నాయి.,Happiness
"నేను హోంవర్క్ విషయంలో పెద్దగా ముందుకెళ్ళలేకపోయాను, దాంతో రాబోయే హోంవర్క్ సబ్మిషన్ గడువు గురించి కొంచెం దిగులుగా ఉంది.",Fear
థియేటర్లో నా సీటు వెనుక కూర్చున్నతని ప్రవర్తన ఎంత అసహ్యమేసిందో.,Disgust
"చెన్నై బయట పచ్చదనం, స్వచ్ఛమైన నీటి వనరులను తిరిగి బాగుచేయాలన్న నా ప్రయత్నానికి వ్యక్తుల నుండి నిధులు రావడం నా అదృష్టం.",Happiness
"మ్యూజిక్ టీచర్ మా అమ్మాయిని సరిచేయాలని చూసినప్పుడు అతడి కంటే నాకే బాగా తెలుసని అనిపించి, అతడి మీద అరిచాను.",Anger
భారత మహిళా క్రికెట్ జట్టు కెప్టెన్ వెళ్లగక్కిన కోపం ఓ చేదు జ్ఞాపకంగా ఇంకా నా మనసులోనే ఉంది.,Disgust
అమెజాన్లో ఉత్పత్తి వివరణలు ఖచ్చితంగా ఇవ్వటం నాకు బాగా నచ్చుతుంది.,Surprise
టీవీ ఛానళ్లు మన చుట్టూ జరిగే మంచి విషయాలను చూపించకుండా ఒట్టి  నెగెటివ్ వార్తలపైనే దృష్టి పెడుతున్నందుకు నాకు చిరాకేస్తోంది.,Anger
"నేను పెరిగిన ఆ మనోహరమైన పరిసరాల్లో ఒక ఇల్లు దొరుకుతుందేమో అని ఎంతో అనుకున్నాను, కానీ ధరలు ఎంతగా పెరిగాయంటే అది ఇప్పుడు తీరని కలలా అనిపిస్తోంది.",Sadness
"ఈ కళాఖండాలు మన గతానికి ప్రత్యేకమైన లంకెలు, అవి పోతే, చరిత్రలో మనం పంచుకున్న దానిలో కొంత పోగొట్టుకుంటాం.",Fear
బడ్జెట్ ఎక్కువ లేకపోవటం వల్ల కష్టపడి పనిచేసే మా క్లీనింగ్ సూపర్వైజర్కు జీతం పెంచకపోవచ్చని నిరుత్సాహం అనిపించింది.,Sadness
రాబోయే ప్రదర్శనలో అంచనాలను అందుకునే సామర్థ్యం వాళ్లకు ఉందా అని నాకు ఆందోళనగా ఉంది.,Fear
మైక్రోవేవ్ మంటఅంటుకుంటుందేమోనని భయంగా ఉంది. కాస్త దాన్ని ఆఫ్ చెయ్యి.,Fear
"అందరికీ నచ్చే మా అబ్బాయిని మ్యూజిక్ ప్రాక్టీస్ జరిగేటప్పుడు వేరే విద్యార్థులు బెదిరిస్తున్నారని, వెనుక్కు నెడుతున్నారని తెలిసి అవాక్కయ్యాను.",Surprise
భారతదేశంలో డ్రైవింగ్ లైసెన్స్ కోసం అంతగా ప్రయత్నించలేదని బాధపడ్డాను. అది నాకు ఫ్యామిలీ కారులో తిరిగే స్వేచ్చ ఇచ్చి ఉండేది.,Sadness
"నా కారు సర్వీస్ చేసిన తర్వాత గ్యారేజ్ సాధారణ సర్వీసింగ్ బిల్లుకు కనబడని రుసుములను, ఊహించని ఖర్చులను కలపరనే అనుకుంటున్నాను.",Fear
బెంగళూరు సిటీలో తిరిగే జనాల బాగోగులను పట్టించుకోకుండా ఆటో యూనియన్లు తమ సొంత లాభాలకే ప్రాధాన్యత ఇవ్వడం చూసి చాలా బాధేసింది.,Sadness
రెస్టారెంట్లో సేవ నెమ్మదిగా అందించడంతో నాకు వొళ్ళు మండిపోయింది! నేను ఆర్డర్ ఇవ్వడానికి కలకాలం ఎదురుచూడాల్సి వచ్చింది.,Anger
మ్యూజిక్ టీచర్ క్రమశిక్షణ విషయంలో చాలా కఠినంగా ఉండేవారు. తనకు నచ్చినట్లు ప్రవర్తించే ఆ అబ్బాయి మారకపోతే ఓ మంచి టీచర్ను పోగొట్టుకుంటాడని నేను భయపడ్డాను.,Fear
మీ ఆదాయాన్ని కలుషితం చేసే దుర్మాగపు మార్గాలు ఏవి? మీకు డబ్బు ఎక్కడెక్కడి నుండి వస్తుందో  దాచకుండా చెప్పండి.,Disgust
రెండువేల పదకొండు క్రికెట్ ప్రపంచ కప్ సెమీఫైనల్లో భారత జట్టు ఓడిపోయినప్పుడు నేను కృంగిపోయాను.,Sadness
"ఒక అమ్మాయి వీగన్ డైట్ కి మారి, కేవలం పండ్లు మాత్రమే తిని మరణించిందని విన్నపుడు నాకు ఏడుపు వచ్చింది.",Sadness
"జనాలను బాధపెట్టేందుకు నిజాయితీని మంచి సాకుగా వాడుకోవడం చూశాను, అదే  తరహాలో, నీ మాటలు అసహ్యంగా అనిపిస్తున్నాయి.",Disgust
"ఆ పాడుపడిన మ్యూజియంను, దుమ్ము పట్టిన కళాఖండాలను విచారంగా చూశాను. చరిత్రను చూడటానికి సందర్శకులు పెద్దగా లేరు.",Sadness
నువ్వు మానవత్వం కంటే డబ్బును ఎంచుకునేందుకు నిర్ణయించుకుంటావని నేను అనుకోలేదు ముఖ్యంగా అందులో మనుషుల ప్రాణాలు భాగమైనప్పుడు.,Disgust
ఉద్యోగం చేసే చోట నమ్మకమైన కొలీగ్లలో చాలా మంది మూకుమ్మడిగా వేరే మంచి ఉద్యోగాలు వెతుక్కుంటూ వెళ్లిపోతున్నారని విన్నప్పుడు నాకు చాలా బెంగగా అనిపించింది.,Sadness
"ఆ బస్సు రావటం చూసి, నా గుండె బరువెక్కింది.ఎప్పటికి తిరిగొస్తానో తెలియదు.",Sadness
ఆ కస్టమర్ తనకు ఎంత బరువున్న కేక్ కావాలో చెప్పడు.,Fear
ఎటిఎం నుండి చిల్లర డబ్బులు వచ్చినందుకు సంతోషించాను.,Happiness
కొత్త క్లయింట్ గురించి నేను చేసిన హెచ్చరికలను నువ్వు తేలికగా తీసుకున్నావంటే నాకు కోపంగా ఉంది.,Anger
ఈ వెబ్సైట్ రంగులు భయంకరంగా ఉన్నాయి.,Disgust
"క్షమించండి, కానీ ఆ సందర్భానికి మీ కేక్ చేసి ఇవ్వలేనేమో అని నా భయం.",Fear
మలినాలతో ఉన్న వజ్రాన్ని ఎంచుకున్నామోనని భయపడ్డాను. అవి మన ఆరోగ్యాన్ని ప్రభావితం చేస్తాయని విన్నాను.,Fear
"రిఫ్రిజిరేటర్ సమస్యల విషయంలో కొంచెం ఒత్తిడిగా అనిపిస్తోంది, ఆహారం పాడవడం, ఉపకరణం పనిచేయకుండా పోవడం నాకిష్టం లేదు, ముఖ్యంగా నేను దానిపై ఎంత ఆధారపడతాను అనేది ఆలోచిస్తే.",Fear
జనాలతో కనెక్ట్ అవ్వడం నాకు చాలా ఆనందం ఇస్తుంది.,Happiness
"ఆ పెన్ స్టోర్ కాంప్లిమెంటరీగా ఇచ్చిన   గిఫ్ట్ ర్యాపింగ్ చూసి నాకు ఆనందం, ఆశ్చర్యం అనిపించాయి.",Surprise
"మీ ఖరీదైన ధరలు, చెత్త సర్వీస్తో నాకు విసుగొచ్చేసింది, వేరే ఐఎస్పీలను చూస్తాను.",Anger
"హోటల్ గోడలు ఎంత సన్నగా ఉంటాయంటే, పక్కన గదుల నుండి  అసహ్యకరమైన శబ్దాలు వినిపిస్తాయి.",Disgust
ఇలా బతకటంతో విసుగొచ్చేసింది ! ఇంతకంటే బాగవటానికి నీ సహాయం కావాలి!,Anger
"అనుమానపడవలసిన పద్ధతుల ద్వారా వేరేవాళ్ళను అవుట్ చేస్తూనే, మన్కడింగ్ను ఆక్షేపించే ఆస్ట్రేలియన్, ఇంగ్లీషు క్రికెట్ ఆటగాళ్ళు నాకు నచ్చరు.",Disgust
"నేను ఉండే చోట నాకు పరిచయాలున్నాయి కానీ స్నేహితులు లేరు, అదే నన్ను చాలా బాధ పెడుతుంది.",Sadness
"ఈపాటికి క్లాసులో కూర్చుని నేర్చుకుంటూ ఉంటాననుకున్నాను, కానీ ఇప్పుడు ఇంట్లో ఇరుక్కుపోయి, నా ల్యాప్టాప్లో లెక్చర్ వీడియోలు చూడాల్సి వస్తోంది.",Sadness
"హాయ్ విష్ణు, నీ పనితీరు మాకు చాలా సంతోషంగా ఉంది, నీకు బోనస్ ఇవ్వాలనుకుంటున్నాం.",Happiness
"నా మాడ్యులర్ కిచెన్ ఆర్డర్ ఆలస్యం అవడంతో నాకు భలే కోపమొస్తోంది. చెప్పిన డెలివరీ తేదీ దాటి వారాలు అయిపోయినాయి, అది ఎప్పుడు తయారవుతుందో నాకింకా తెలియదు.",Anger
నేను తరచూ వెళ్ళే బీసెంట్ నగర్లోని రెస్టారెంట్లో భోజనం నాణ్యత సంవత్సరాల తరబడి క్రమంగా తగ్గుతూ వొస్తోంది. అందుకు చాలా బాధేసింది నాకు.,Sadness
"బస్ డ్రైవరు ఏటవాలు అంచుకి చాలా దగ్గరగా నడిపాడు, ఆ నిటారు వాలుని చూడగానే నా గుండె దాదాపు ఆగిపోయింది.",Fear
స్టేజి వెనుక వైపు అంత పెద్దగా అరవొద్దు. ప్రేక్షకులు వినగలరు.,Anger
"అతను ఐదు అడుగులే ఉన్నాడు, కానీ గాల్లో పైకి ఎగిరి బాస్కెట్బాల్ హోప్ అంచుని తాకాడు.",Surprise
నా డ్రెస్ చినిగిపోయింది. ఇలా స్టేజి మీదికి పోలేను.,Sadness
"కంపెనీకి లాభాలు వచ్చినా కూడా, ఈ ఏడు నా బోనస్ తగ్గడం నాకు నిజంగా బాధగా ఉంది.",Sadness
ఈ కమర్షియల్ అద్దె చోటు ఎంత విశాలంగా ఉందో!  ఒక వారంలోపు చేరడానికి ఇది అంత త్వరగా సిద్ధమవుతుందని నేను ఊహించలేదు!,Surprise
ఆ మనిషి నా వంక అలా చూస్తే నాకు అసహ్యం వేస్తుంది.,Disgust
"నేను ఈ ఆన్లైన్ సేవలో గిఫ్ట్ను ఆర్డర్ చెయ్యను, వాళ్ళు ఆ వస్తువుకి బదులు ఇటుక పెట్టి పంపిస్తారని అందరికీ తెలుసు.",Fear
నా బెడ్రూమ్లో ఒక పర్సనలైజ్డ్ వస్తువు ఉంటుందంటే చాలా ఉత్సాహంగా ఉంది.,Happiness
"అంత చప్పుడు చెయ్యొద్దని వాళ్లకు చెప్పాను, కానీ వాళ్లెప్పుడూ వినరు.",Sadness
నేను మాట్లాడుతుంటే తుంచేసే నీ పద్ధతి మన బంధాన్ని దెబ్బ తీస్తుందని నీకెలా కనబడదో నాకు అర్థం కావట్లేదు.,Surprise
కిర్రుమనే తలుపుల శబ్దం నాకు వణుకు పుట్టిస్తుంది.,Fear
సిగ్నల్ బలంగా లేక మా పిల్లలతో ఫోన్లో మాట్లాడ లేకపోయినందుకు చాలా బాధపడ్డాను.,Sadness
ఈ ఫ్రిజ్తో విసిగిపోయాను. నా వంటగదిని మంచు ప్రదేశంగా మార్చే వస్తువు ఎవరు కావాలనుకుంటారు?,Anger
"వ్యవసాయానికి కావలసిన రకరకాల పనిముట్లు, పరికరాలు చూసి నోరెళ్ళబెట్టేసాను. అంటే, అసలిన్ని రకాల పారలు ఉంటాయని ఎవరనుకునుంటారు?",Surprise
"నా నెలవారీ బిల్లు పెరుగుతూనే ఉండటం, నాకు అందాల్సిన సర్వీస్ కూడా అందకపోవడం చూస్తే కోపం రేగుతుంది. మీ సూపర్వైజర్కు ఫిర్యాదు చేస్తున్నాను.",Anger
ముప్పై సంవత్సరాల తర్వాత నా స్నేహితుడిని కలిసినప్పుడు అతని ఆకారం ఎంత మారిపోయిందో చూసి నాకు దిమ్మ తిరిగింది.,Surprise
మా పొరుగున ఉన్న స్థానిక పండగలను నిరవధికంగా వాయిదా వేయడంతో కొంచెం నిరాశగా ఉంది.,Sadness
మీ అబ్బాయిని ముక్కు దేవుకోవటం ఆపమని చెప్పండి. రోత పుడుతోంది.,Disgust
మీ ఆరోగ్యం గురించి మీరు చెప్తున్న దాన్ని బట్టి మీ కడుపు బాగానే తట్టుకుంటోందని చెప్పాలి.,Surprise
"అన్నీదుమ్ము, మురికి పట్టిపోయి ఉన్నాయని నాకు ఆ పుస్తకాల షాప్లో ఏ పుస్తకాలు కొనాలనిపించలేదు.",Disgust
ఏంటీ? చాలా కోపమొస్తోంది! కార్పెంటర్ అంటే అతని దగ్గర ఎంచుకోవటానికి చాలా రకాల కప్బోర్డ్లు ఉంటాయనుకున్నాను.,Anger
"ఈ ఈవెంట్ మేనేజ్మెంట్ కంపెనీ కాన్సిలేషన్, రిఫండ్ ఎలా చేస్తుందో అర్థం చేసుకోవడంతో, అనుకోకుండా ఏదైనా జరిగినా సర్దుకోగలనని నాకు ధైర్యంగా ఉంటుంది.",Happiness
"ఆ హారర్ సినిమా నిజంగానే నాకు చెమటలు పట్టేలా చేసింది, చీకటిగా ఉండే చోట్లలో దయ్యాలను ఊహించుకునేలా చేసింది.",Fear
న్యూస్ పేపర్ డెలివరీ ప్యాక్లో మీరు చేర్చిన పత్రికలు ఆహ్లాదకరంగా ఉన్నాయి. అవి రకరకాల చదువవలసిన విషయాలకు నిధి లాంటివి.,Happiness
పోయిన వీకెండ్ జరిగిన ఫ్యామిలీ గెట్ టుగెదర్లో మా అమ్మానాన్నలు సరదాగా గడపడం చూసి ఆనందమనిపించింది.,Happiness
"నా మేనకోడలు అమెరికాలో ఉద్యోగం సంపాదించి, ఇండియా నుండి అక్కడికి వెళ్ళిపోయినప్పుడు ఆశ్చర్యపోయాను.",Surprise
"సోషల్ మీడియాలో నకిలీ వార్తలతో నేనెంత విసిగిపోయానంటే, ఇక వార్తా కథనాలు చదవట్లేదు.",Anger
"హోటల్లో వస్తున్న శబ్దాల గోలతో రాత్రి బాగా నిద్రపట్టలేదు, దాంతో లేచే సరికి ఉత్సాహంగా అనిపించలేదు.",Sadness
ఈ రీఫిల్తో వచ్చిన కొత్త గ్యాస్ సిలిండర్ బిల్లు చూసి నమ్మలేకపోయాను. ధర ఒకే సారి ఆకాశాన్ని అంటినట్టుంది.,Surprise
ఒక సైనిక స్థావరం మీద ఓ యుఎఫ్ఓ  తిరుగుతూ ఉండడం చూసి నాకు నోట మాట రాలేదు.,Surprise
ఇంజన్ రన్నింగ్లో వదిలేసి డ్రైవర్ కారులో ఫ్యూయల్ నింపుతున్నాడు. మనం పరుగెత్తొద్దా? కారు పేలుతుందనుకుంటా.,Fear
"ఆఫీసులో నాతో పాటు పనిచేసేవాళ్ళలో ఒకరు చాలా అవయవాలు పనిచేయక, హఠాత్తుగా చనిపోయినప్పుడు చాలా దుఃఖం వచ్చింది.",Sadness
"ఒక బ్రిటన్ వాసి రోజుకు సగటున మూడు, నాలుగు సార్లు  కోపంతో చిందులేస్తారన్నది తెలిసిన విషయమే.",Anger
ఇంత శుభ్రంగా ఉండే రైలు నేనెప్పుడూ చూడలేదు! ఈ రైలు చాలా శుభ్రంగా ఉంది!,Surprise
ఆ యాక్సెసరీస్ అన్నీ కలిపి ఆ గేర్ సైకిల్  ఐదువేల రూపాయలకే వచ్చిందా?,Surprise
నా టీవీని బాగుచేయలేకపోతే నిజంగానే ఉచితంగా మార్చిస్తారా?,Surprise
"రాత్రిపూట డౌన్టౌన్ ఓక్లాండ్ గుండా డ్రైవింగ్ చేయాలంటే భయం వేసింది, భద్రంగా అనిపించలేదు.",Fear
"మేము ఒక కొత్త డాన్స్ శైలిని ప్రయత్నించబోతున్నాం, అది మీకు ఖచ్చితంగా నచ్చుతుందని అనుకుంటున్నాను.",Happiness
"తాజా సమాచారం కోసం మా కోచ్లను అడిగితే వాళ్ళు కనీసం నా ఈమెయిల్ అందినట్లు కూడా చెప్పలేదు, నాకు నిరాశగా అనిపించింది.",Sadness
"ఇక్కడ సర్వీస్ నాణ్యతతో నాకు ఏమాత్రం సంతృప్తిగా లేదు. ప్యాకేజీ సరిగ్గా హ్యాండిల్ చెయ్యలేదు, పైగా సరైన ట్రాకింగ్ అప్డేట్ లేదు!",Anger
"మా అమ్మానాన్నలకు జరుగుతున్నదేంటో నిజం చెబితే, వాళ్ళు దానిని భరించలేరని భయంగా ఉంది.",Fear
అబ్బో! ప్రస్తుతం నాకు ఇష్టమైన షాప్లో చాలా ఆఫర్లు నడుస్తున్నాయి. ఈసారి చాలా డ్రస్సులు కొనుక్కోబోతున్నాను.,Surprise
"ఈ రోజు కొంచెం దిగులుగా అనిపిస్తోంది, దానికి తోడు ఈ సంగీతం నన్ను ఇంకా దిగులుగా చేస్తోంది.",Sadness
"అనుకోకుండా నేను మా అమ్మమ్మను తోసేసరికి ఆమె పడిపోయినంత పనైంది, దాంతో మా అమ్మ కోపంతో నన్ను అరిచేసింది.",Anger
మొబైల్ ఫోన్ని రోజూ నువ్వు అతిగా వాడుతూ ఉండడం నాకు భయమేస్తోంది. నువ్వు వాడే సమయంలో సగం సమయం పాటు ఫోన్ వాడితే మానసిక శక్తి తగ్గిపోతుందని పరిశీలనలు చెబుతున్నాయి.,Fear
సమయానికి మందులు తెచ్చి ఇచ్చినందుకు ధన్యవాదాలు. మీరు ప్రాణాలు రక్షించారు.,Happiness
"కరెంటు పోయిన తర్వాత నేను ఫ్రిడ్జ్ తెరిచినప్పుడల్లా, పాడైపోయిన ఆహారపు కంపు కొట్టేది.",Disgust
"మా అబ్బాయికి ఈ రోజు డ్రైవింగ్ లైసెన్స్ వచ్చింది, ఇప్పుడింక అతను  స్వతంత్రంగా డ్రైవ్ చేయగలడని నాకు చాలా సంతోషంగా ఉంది.",Happiness
నా జీర్ణ సమస్యలు సెమిస్టర్కి ఇబ్బంది అవుతాయేమో అని భయపడుతున్నాను.,Fear
"ఆమె తన వ్యాపార పరికరాల రుణాన్ని పూర్తిగా  చెల్లించి, మరొక శాఖ కార్యాలయాన్ని ప్రారంభించిన తర్వాత ఆ వ్యవస్థాపకురాలు  చాలా సంతోషంగా ఉన్నారు.",Happiness
"నేను ఓ కస్టమర్కు వాళ్ళ అవుట్ఫిట్కి సరిగ్గా సరిపోయే యాక్సెసరీని వెతుక్కోవడంలో సాయం చేశాను, దాంతో తృప్తిగా అనిపించింది.",Happiness
నా రైలు టికెట్ బుకింగ్ ఇంకా వెయిటింగ్ లిస్ట్లోనే ఉంది అందుకే అది ఏమవుతుందోనని ఆత్రుతగా ఉంది.,Fear
