text,label
"जेव्हा मी माझ्या मुलासाठी खाते उघडण्याबाबत चर्चा करत होतो, तेव्हा त्याच्या आर्थिक भविष्याच्या चिंतेनी माझं मन ग्रस्त होतं.",Sadness
"""पायी जाण्याच्या अंतरावर शाळा असणं ही वस्तुस्थिती म्हणजे जणू एक विलक्षण गोष्ट हाती लागली आहे. हे माझ्या मुलांसाठी अगदी योग्य आहे"".",Surprise
रस्त्याच्या चुकीच्या बाजूने गाडी चालवणाऱ्या आणि नंतर माझ्यावर हॉर्न वाजवणाऱ्या वाहनचालकांची मला चीड येते.,Anger
गेल्या पाच वर्षांपासून तुमच्या सततच्या टीकेला आणि असंतोषाला तोंड देऊन मी थकलोय.,Disgust
माझा यावर विश्वासच बसत नाही! माझे वर्तमानपत्र रोज उशिरा येते आणि मला नाश्त्याच्या वेळी काहीही वाचायला मिळत नाही.,Anger
"मॉड्यूलर स्वयंपाकघराची अंतिम रचना माझ्या अपेक्षांशी जुळणार नाही आणि माझ्या आवडीनुसार किंवा गरजांनुसार नसलेलं काहीतरी मला मिळेल, अशी काहीशी अस्वस्थ करणारी भावना होतेय मला.",Fear
"तुमच्या टोप्या सांभाळा, कारण मी जे सांगणार आहे त्यानं तुमच्या पायाखालची जमीन सरकणार आहे.",Surprise
सर्व कर्मचाऱ्यांच्या विश्रांतीचे वेळापत्रक एकाच वेळी ठरवण्याच्या कल्पनेनेच मी मागे हटलो आहे.,Disgust
"हाय रवी, मी निकाल पाहिले आणि ते खूप आशादायक दिसत आहेत.",Happiness
"फ्रीजरच्या आत साठलेला इतका बर्फ आणि फ्रीजभोवतीचे पाण्याचे डबके बघून मी अस्वस्थ होतो आहे, ते सुरक्षित आहे की नाही याची मला शंका येते.",Fear
"ते सगळं सोडा हो, बाबा. तुम्ही अशा गोष्टी बोलायलाच नको होत्या. वेड लागलंय का तुम्हाला?",Anger
खाजगी सावकार व्याजाच्या दरात त्यांच्या स्वतःच्या फायद्यासाठी ज्या प्रकारे फेरफार करतात ते संतापजनक आहे.,Disgust
"अलीकडे जेव्हा मी एखाद्या स्वयंचलित यंत्रासारखे जीवन जगत असतो, तेव्हा मला माझ्या खांद्यावर एक जड ओझं जाणवतं.",Sadness
तुम्ही गुंतवणूक सल्लागाराकडे जात असाल असा माझा समज होता आणि तुम्ही स्वतः पैसे हाताळत होता हे माहीतच नव्हतं मला.,Surprise
"मी माझ्या समवयस्कांपैकी एकाशी बोलतो तेव्हा मला मनस्ताप होतो, कारण तो मला माझे बोलणे पूर्णच करू देत नाही आणि मी बोलत असताना आपण बोलतो.",Anger
या वर्षी मला कोणताही आयकर भरावा लागला नाही हे जेव्हा मला कळले तेव्हा माझा माझ्या डोळ्यांवर विश्वासच बसेना!,Surprise
इतकी शानदार कार आमच्या वॉश बेमध्ये येताना बघेन अशी अपेक्षाच नव्हती मला.,Surprise
"मी लवकर गेलो होतो तिकिटे खरेदी करण्यासाठी, पण एवढं करूनही माझा नंबर येण्याआधीच सर्व तिकिटे विकली गेली होती.",Sadness
"अति अपेक्षा या वेगळ्या बाबी आहेत, पण प्रोत्साहन देणे आणि जास्तच लावून धरणे यात एक बारीक रेघ आहे.",Anger
"चौकात एखादा वाहनचालक मला त्याच्या पुढे जायला सांगतो ना, तेव्हा ती भावना मला भारी आवडते.",Happiness
अनेक नवीन स्टार्टअप्स मानसिक आरोग्यावर विशेष लक्ष देत आहेत! आपला भारत देश या क्षेत्रात इतक्या लवकर प्रगती करेल अशी कल्पनाही केली नव्हती मी.,Surprise
बॉक्सिंगच्या एका सामन्यादरम्यान माईक टायसनने दुसऱ्या बॉक्सरचा कान चावला तेव्हा तो मला घृणास्पद वाटला.,Disgust
त्याच्या सगळ्या जखमेवर रक्त आणि पू साचला होता.,Disgust
तुम्ही हे व्यवस्थित केलं तर बरं आहे. चुकांसाठी मी कोणत्याही सबबी ऐकून घेणार नाही.,Anger
"मोठ्या दुकानांमधून इलेक्ट्रॉनिक्स खरेदी करणं टाळायला बघतो मी, कारण मला त्यांच्या सेवेच्या दर्जाची धास्तीच वाटते.",Fear
"तुमच्या दुकानात नेहमी गर्दी असते आणि लोक एकमेकांना धक्के देत असल्याने गोंधळ उडतो, त्यामुळे माझा संयम सुटतो.",Anger
काही चाहत्यांकडून वापरली जाणारी अपमानास्पद भाषा प्रचंड त्रासदायक आहे.,Disgust
मी दोन किलो बटाटे मागितले आणि तुम्ही फक्त एकच किलो दिलेत मला! मला फसवा बिसवायचा प्रयत्न करताय का काय तुम्ही?,Anger
आमच्या दुकानातील उत्पादनात कल्पकतेचा अभाव दिसून येतो हे बघून मला थोडं निराश वाटतंय.,Sadness
भारतीय फुटबॉलचा प्रशिक्षक विनाकारण भांडणात का पडतो मला कळत नाही.,Disgust
"हा चित्रपट बघायची मला खूप भीती वाटते आहे. त्यात अनेक चेटकिणी, भुते आणि भीतीदायक प्राणी आहेत.",Fear
या भागात गुन्हेगारीचं प्रमाण इतकं कमी आहे याचं मला आश्चर्य वाटतं! इथे इतकं सुंदर भाड्याचं घर सापडणं हे खरोखरच आश्वासक आहे.,Surprise
"ना तुम्ही कामावर वेळेवर येता किंवा ना तुम्हाला ज्या मीटिंगला बोलावले आहे त्या मीटिंगला तुम्ही हजर राहता, हे तुमच्या बाजूने मला अत्यंत बेजबाबदारपणाचे वाटते.",Anger
मी बॉसला आणखी एका सुट्टीसाठी विचारणार नाही. कदाचित तो मला नोकरीवरून काढून टाकेल.,Fear
या वातावरणाचा आनंद घेण्यासाठी माझी मुलं माझ्यासोबत असायला हवी होती असं वाटतंय मला.,Sadness
"शहराच्या अगदी मध्यभागी भाडेतत्त्वावरची एक व्यावसायिक जागा शोधणं फारच आनंदाचं आहे, जिथं माझं दुकान सर्व प्रकारच्या पादचाऱ्यांच्या गर्दीमुळं भरभराटीला येऊ शकतं.",Happiness
एका भारतीय बाईनं तिच्या पाकिस्तानी प्रियकराशी लग्न करण्यासाठी तिचा पती आणि मुलांना सोडलेलं माझ्या वाचनात आलं तेव्हा माझ्या मनात तीव्र नापसंतीची भावना उमटली.,Disgust
"एकदमच मजेशीर विनोदी कलाकार आहेत मि. सुब्रमण्यम. त्यांच्या कार्यक्रमाला जायची आयडिया मस्तच होती, पार्वती.",Happiness
व्यावसायिक खेळांमधलं अत्याधिक व्यापारीकरण आणि हावरेपणा उबग आणणारा आहे.,Disgust
वीज गेली तेव्हा माझ्या घरात मला बरेच विचित्र आवाज ऐकू आले आणि त्यामुळे मी घाबरून गेलो कारण एकटाच होतो मी.,Fear
"तुम्ही माझी लाईन पंचेचाळीस मिनिटे होल्डवर ठेवल्यानंतरही तुम्ही मला मदत करू शकत नाही, काय अर्थय याला?",Anger
मी इथं पुस्तकाची चौकशी करायला आलो होतो पण पुस्तकांचं गबाळं आणि घाणेरडं दुकान बघून मी पळ काढला.,Disgust
गाडीच्या साध्या दुरुस्तीसाठी मेकॅनिक केवढे पैसे आकारतो आहे यावर माझा विश्वासच बसत नाही! जणू तो किंचितही न कचरता माझं पाकीट रिकामं करण्याचा प्रयत्न करतो आहे!,Anger
तुम्ही तुमच्या आरोग्याबद्दल जे काही म्हणत आहात ते पाहता तुमचे पोट खरोखरच चांगल्या स्थितीत आहे हे मला सांगावेच लागेल.,Surprise
"आमचे आधारस्तंभ असलेल्या ग्राहकांमुळे आमची झपाट्याने वाढ होते आहे, याचा मला आनंद आहे.",Happiness
उद्यापासून वर्तमानपत्रानी माझ्या सकाळची सुरुवात करण्यासाठी मी खरोखरच उत्सुक आहे आणि हे माहिती आणि प्रेरणेचा दैनंदिन डोस मिळण्यासारखं आहे.,Happiness
दोन हजार अठरामध्ये जागतिक ट्रॅक स्पर्धा जिंकणारी पहिली भारतीय बनल्यानंतर हिमा दासने व्यासपीठावर आनंदाश्रू ढाळले.,Happiness
आकड्यांचा आढावा घ्यायला आणि आपण काय सुधारणा करू शकतो हे बघायला जाम उत्सुक आहे मी.,Happiness
भारतीय संस्कृती आणि इतिहास सुंदरपणे समोर आणणारा चित्रपट पाहून मला आनंद झाला.,Happiness
डॅलसमध्ये एकाच्या डोक्यावर बसलेला दुसरा अशा बहुसंख्य उड्डाणपूलांमुळे मी गडबडून गेलोय.,Surprise
बंजी जंपिंगसाठी तयार झाल्यावर ॲबीगेलचे शरीर ताठरले.,Fear
नाल्यातून चिखल साफ करणाऱ्या माणसाकडे मी पाहिलं आणि मला त्याच्याबद्दल वाईट वाटलं.,Sadness
"या रेस्टॉरंटमध्ये जायची खूप भीती वाटतेय मला. सुविधा आणि लोक, भयानकच दिसतायत इथले.",Fear
माझे वडील गेल्याची बातमी ऐकल्यावर कोणीतरी माझ्या छातीवर वजन ठेवलंय की काय असं वाटलं आणि श्वासच घेता येत नव्हता मला.,Sadness
दार उघडू न शकल्याने मी माझ्या हॉटेलच्या खोलीबाहेर अडकलो आहे आणि मी हताश झालोय.,Sadness
"अनपेक्षितपणे, इंटरनेट आणि सोयी सुविधा व्यावसायिक भाड्यातच समाविष्ट केल्या आहेत, ज्याचा मला शोधाशोध सुरु केल्यावर दोनच आठवड्यांमध्ये  पत्ता लागला.",Surprise
"तुमच्या दुकानाला भेट देताना मला तिटकाऱ्याची भावना जाणवते, कारण ते कायमच गलिच्छ आणि अस्ताव्यस्त असतं.",Disgust
तुमची परत करण्याची प्रक्रिया उगीचच गुंतागुंतीची आहे आणि तो प्रत्येकाच्या वेळेचा अपव्यय आहे.,Anger
दुपारच्या जेवणासाठी योग्य सुविधा आणि पुरेसे पर्याय नसतात हे बघून मला वेड लागते. हे म्हणजे जणू शेतीचे काम करत असताना आम्ही मजूर असमाधानी आणि उपाशी राहावे असेच शेत मालकाला वाटत असल्यासारखे आहे.,Anger
ब्रिटिश एअरवेजच्या संकेतस्थळावरचे विमान कंपन्यांचे दर आश्चर्यकारकरीत्या कमी आहेत.,Happiness
व्वा! सामन्याच्या शेवटच्या दहा मिनिटांत दोन गोल केले फ्रान्सने! मला वाटलं होतं की नक्कीच हरतील ते.,Surprise
टेनिसच्या चेंडूने एक किडा चिरडला गेलाय आणि कोच मला ते साफ कर असं म्हणतायेत.,Disgust
"तुम्ही या राजीनाम्याच्या चर्चेने तुमच्या विकासासाठी आम्ही केलेल्या सर्व प्रयत्नांवर पाणी फिरवत आहात, यावर माझा विश्वास बसत नाही.",Anger
मेजवानी चालू असताना तो तरुण मुलगा त्याच्या मित्रांनी त्याच्याकडे दुर्लक्ष केल्यामुळे खिन्नपणे एकटाच बसला होता.,Sadness
विश्वाच्या प्रारंभाची कल्पना करण्यासाठी सर्वात दूरच्या आकाशगंगेच्या प्रतिमांकडे बघताना मला प्रचंड आनंद होतो.,Happiness
गंडवून परीक्षा पास झालाय आणि तरीही त्याच्या मार्क्सच्या बढाया मारतोय तो.,Disgust
या मॉनिटरच्या हाय डेफिनिशन डिस्प्लेची स्पष्टता बघून मी अचंबित झालोय.,Surprise
गेल्या महिन्यात कमावलेला जवळजवळ प्रत्येक रुपया न रुपया खर्च केलाय मी. मला नाही वाटत या महिन्यात मी भाडे भरू शकेन.,Sadness
माहितीसाठी केलेल्या माझ्या विनंत्यांना ग्राहक प्रतिसाद देत नसल्याने आणि नेतृत्व करणारी माझी टीमसुद्धा मदत करत नसल्यामुळे मी निराश झालोय.,Sadness
"खिडक्यांवर अजूनही रेघा होत्या आणि बाहेरच्या बाजूला काही डाग होते, जे राहून गेले होते.",Fear
मध्यरात्री एकट्यानं तळघरात जायचं नाहीये मला.,Fear
गोव्यातल्या स्थानिक संगीत क्षेत्रातील ऊर्जा आणि चैतन्य यावर विश्वास ठेवण्यासाठी ते प्रत्यक्षच बघायला पाहिजे.,Surprise
मला त्या दुकानातून काहीही खरेदी करण्याचा धोका पत्करायचा नाही कारण ते खराब झालेले अन्न विकतात.,Fear
"मला खूपच आनंद झाला आहे, कारण माझ्या समवयस्कांनी तसेच नेतृत्वाने संस्थेतील माझ्या कामाची दखल घेतली.",Happiness
"मी दररोज शांतता आणि शांततेची भावना इच्छितो, विशेषतः जेव्हा मी ऐन गर्दीच्या वाहतुकीतून गाडी चालवतो.",Sadness
बांधकामाच्या थरांखाली दबून सापडायला आवाक्याबाहेरचा झालेल्या पाण्याच्या पाईपचा विचार मला पुढे येणाऱ्या आव्हानांची जाणीव असल्यामुळे जरा अस्वस्थ करून सोडतो.,Sadness
मी अंथरुणावर पडून आराम करतोय आणि टीव्हीचे कार्यक्रम बघतोय. चेक इनच्या वेळी टीव्ही चालत नसताना हॉटेलच्या कर्मचाऱ्यांनी मला तो दुरुस्त करण्यास मदत केली.,Happiness
"मला राईड शेअर करायला नाही आवडत, माझ्या शेजारी बसलेल्या अनोळखी व्यक्तीचा वास सहन नाही करू शकत मी.",Disgust
"तू तुझ्या परीक्षेत पास झालायस, त्यामुळे स्वतःबद्दल चांगलं वाटून घे.",Happiness
"मला भीती वाटते की माझे मन भरकटले आहे, नाहीतर तुम्ही बोलत असताना मी लक्ष का देऊ शकत नाही?",Fear
मध्यवर्ती बँकेच्या व्याजदराच्या निर्णयाबाबतची अनिश्चितता मला थोडी अस्वस्थ करते आहे.,Fear
पॅरिसच्या लोकल ट्रेनमध्ये प्रवास करणे हे कुशल पाकीटमारांमुळे डोक्यात तिडीक जाणारे आहे.,Fear
एक चालू असणारं आणि आधुनिक स्वयंपाकघर मिळण्यासाठी मी खूप उत्तेजित आहे.,Happiness
मार्केट इतके अनिश्चित आणि आव्हानात्मक बनले आहे की आमच्या गॅलरीसाठी विलक्षण आणि मौल्यवान वस्तू मिळवणे कठीण झालेय.,Fear
इतके दिवस कोणाच्याही नकळत माझा भाऊ आमच्या आजारी पालकांची काळजी घेतोय हे समजल्यावर थक्क झालो मी. किती निःस्वार्थी दयाळूपणा आहे हा.,Surprise
फुटबॉल खेळाडूंचं सतत दुखापत झाल्याचं ढोंग करणं केविलवाणं आहे.,Disgust
"गोंगाट असतो या रेस्टॉरंटमध्ये, पसारा असतो या ठिकाणी, मुळीच आवडत नाही मला इथे यायला.",Anger
"ई, बाथटबमध्ये एक कोळी आहे आणि मी त्याच्यापासून शक्य होईल तेवढं दूर जाते.",Disgust
तुम्ही वापरत असलेल्या साफसफाईच्या उत्पादनांच्या परिणामकारकतेबद्दल फक्त थोडी शंका आहे मला.,Fear
मला कळतच नाहीये की तुम्ही कंपनीच्या आर्थिक स्टेटमेंटबाबत इतका निष्काळजीपणा कसा काय करू शकता. या वर्षी सगळा बट्ट्याबोळ झालाय त्यांचा.,Anger
"तुला माहीत आहे का, आज या दुकानातल्या प्रत्येक वस्तूवर एक खरेदी करा, आणि एक मोफत मिळवा अशी ऑफर आहे?",Surprise
"शाळेच्या ग्रंथालयाची स्थिती भयावह आहे, ती फारच अव्यवस्थित आणि अस्वच्छ आहे.",Disgust
शी. घामाचे हात असे तुमच्या शर्टला पुसू नका.,Disgust
"नव्या मॉड्यूलर स्वयंपाकघरात कुठलीही त्रुटी राहणार नाही अशी जोरदार आशा होती मला, परंतु दुर्दैवानं काउंटरटॉपवरच्या उठून दिसणाऱ्या ओरखड्यांनी मी निराश झाले.",Sadness
