text,label
വിമാനങ്ങളിൽ തരുന്ന  ഭക്ഷണം എനിക്ക് ഇഷ്ടല്ല . അവയ്ക്ക് ഒരു  രുചിയും ഉണ്ടാവില്ല.  പോരാത്തതിന് ഒരു ജാതി മണവും ഉണ്ടാവും.,Disgust
ഒരു ബേസിക് എമർജൻസി ഫണ്ട് പോലും ഇല്ലാത്ത ഇത്രയധികം ആളുകളുണ്ടോ?,Surprise
ചൈനയിൽ ഞാൻ അഭിമുഖീകരിച്ചേക്കാവുന്ന സാംസ്കാരിക വ്യത്യാസങ്ങളെക്കുറിച്ച് എനിക്ക് ചെറിയ ആശങ്കയുണ്ട്.,Fear
എന്‍റെ മുൻകാല മോശം അനുഭവം കാരണം ഈ റെസ്റ്റോറന്‍റിൽ നിന്ന്  ഭക്ഷണം കഴിക്കാനേ എനിക്ക് വയ്യാ.,Fear
ഈ അഴിമതിക്കാരായ രാഷ്ട്രീയക്കാരെ പൊതു സ്ഥാനങ്ങളിൽ നിന്ന് വിലക്കി നല്ല ശിക്ഷ കൊടുക്കണം .,Anger
ദയവായി ധൃതി കൂട്ടല്ലേ. കാർ ശരിയാക്കിത്തരാം. നിങ്ങളെ ഞങ്ങടെ കസ്റ്റമര്‍ ആയി നിലനിർത്താന്‍ ഞങ്ങക്ക് ഒരവസരം കൂടിത്തരൂ.,Fear
വൗ ! കുറെ കാലമായി ഞാൻ തിരയുന്ന ടീ ഷർട്ടാണിത്. ഒടുവിൽ എനിക്കത് കിട്ടി.,Surprise
കപ്പലിലെ ഒരു കാബിനിന് അവർ വാങ്ങിയത് എത്രയാണെന്നറിയോ; സാധാരണ ചാർജിനേക്കാൾ എത്രയോ കൂടുതലാണെന്ന് അറിഞ്ഞപ്പോൾ ഞാൻ അവരോട് നല്ലവണം ചൂടായി.,Anger
"ഈ ഷർട്ടിന്‍റെ ഡിസൈൻ എന്തോ മാതിരി , ഒരിക്കലും ഞാൻ ഇത് ഇടില്ല.",Disgust
"ടാക്സ് ഫയലിങ്  അത്ര എളുപ്പമുള്ള സംഭവമല്ല , എനിക്ക് ഭ്രാന്ത് പിടിക്കാൻ തുടങ്ങിയിരിക്കുന്നു!",Anger
എന്‍റെ പേപ്പറിനൊപ്പം ഞാൻ ആസ്വദിക്കുന്ന മാസികകൾ എന്‍റെ ദിവസത്തിന്‍റെ ഒരു ഭാഗമായിരിക്കുന്നു. നിങ്ങൾ അവധിയായതിനാൽ  അവ നാളെ എനിക്ക് കിട്ടില്ല  എന്നത് നിരാശാജനകമാണ്.,Sadness
കഴിഞ്ഞ ക്വാർട്ടറിൽ സ്റ്റേബിൾ ആയതിനു ശേഷം എണ്ണവില കുതിച്ചുയരുന്നത് കഷ്ടം തന്നെയാണ്.,Sadness
ഈ വർഷത്തെ വലിയ നികുതി റീഫണ്ടിനെക്കുറിച്ച് ഒരു മെസേജ് കിട്ടിയതോണ്ട്  എനിക്ക് നല്ല സന്തോഷമുണ്ട്  .,Happiness
ബീച്ചിൽ  പോകുന്നത് എനിക്കിഷ്ടല്ല.  സ്ത്രീകളും പുരുഷന്മാരും ഒന്നും നേരാവണ്ണം വസ്ത്രങ്ങൾ ധരിക്കാറേയില്ല .,Disgust
ഫോണിലൂടെ വിളിച്ച് സാധനമുണ്ടോന്നുനോക്കാതെ  ഞാൻ കടയിൽ പോകുമെന്നാണോ നിങ്ങൾ വിചാരിച്ചേ?,Disgust
കടയുടെ കൗണ്ടറിൽ ഒരു കസ്റ്റമർ വെച്ചിട്ട് പോയ മാലിന്യക്കൂമ്പാരം കണ്ടപ്പോൾ ഓക്കാനം വന്നു.,Disgust
ഈ മിക്സറിന് വാറന്‍റി ഇല്ലെന്നാണോ നിങ്ങൾ പറഞ്ഞു  വരുന്നത്? ഞാൻ ഇത് ഒരാഴ്ച മുമ്പാണ് വാങ്ങിയത്!,Anger
ഇന്ന് തിരക്ക് കുറവാന്ന് കാവൽക്കാരൻ പറഞ്ഞു. അതുകൊണ്ടാ  അയാൾ ഞങ്ങളെ കൂടുതൽ നേരം  ഇവിടെ ഇരിക്കാൻ സമ്മതിച്ചെ .,Happiness
നിങ്ങൾ ഇൻസ്റ്റാൾ ചെയ്ത മോഡുലാർ കിച്ചൺ  എനിക്ക് തീരെ  ഇഷ്ടമായില്ല .,Anger
മാന്ദ്യത്തിന്‍റെ റിസ്ക്‌ ഉള്ളത്കൊണ്ട് ആളുകള്‍ക്ക് സ്വതന്ത്രമായി ചെലവഴിക്കാന്‍ പറ്റുന്നില്ല.,Fear
ദേശീയ സുരക്ഷയുടെ പേരിൽ എല്ലാവരുടെയും വായടപ്പിക്കുകയാണ് സർക്കാർ. അഭിപ്രായസ്വാതന്ത്ര്യത്തിനൊന്നും ഒരു വിലയും ഇല്ല.,Anger
എല്ലാം ചെയ്തിട്ട് ആ പഞ്ചായത്ത് പ്രസിഡന്റ് ഇപ്പോള്‍ മുതലക്കണ്ണീര്‍ ഒഴുക്കുന്നത് കാണുമ്പോള്‍ എനിക്ക് പുച്ഛം തോന്നുന്നു.,Disgust
ഹേയ്! ഈ ബുക്കിന്  ഇരുപത്തിയഞ്ച് ശതമാനം ഡിസ്‌ക്കൗണ്ട് ഉണ്ടെങ്കിലും നിങ്ങൾ അധിക നിരക്ക് ഈടാക്കുന്നു. നിങ്ങൾ എന്നെ വഞ്ചിക്കുകയാണോ?,Anger
പല ആളുകളും ഇപ്പോൾ മാനസികാരോഗ്യം കൂടുതൽ കാര്യായി എടുക്കുന്നത് എത്ര നന്നായി!,Happiness
റാഗിങ്ങുമായി ബന്ധപ്പെട്ട സ്‌കൂൾ പോളിസി ഇനിയെങ്കിലും മാറ്റിയേ തീരൂ; റാഗിംഗ് തടയാൻ ഒരു ശ്രമവും നടത്തുന്നില്ല സ്‌കൂൾ.,Disgust
അവള്‍ എന്നെ അടിക്കാനോങ്ങിയപ്പോ ഞാൻ ആകെ വിറച്ചുപോയി.,Fear
രോഗികൾക്ക് ലഭ്യമായ സൗകര്യങ്ങൾ വിശദീകരിക്കാമോ? ആരോഗ്യ കേന്ദ്രത്തിൽ ആവശ്യമായ എല്ലാ സൗകര്യങ്ങളും ഉണ്ടോ എന്തോ!,Fear
വേഗം ഒരുങ്ങിക്കോ ! വൈകി പോയാൽ  നമ്മൾക്ക്  സീറ്റുകൾ കിട്ടില്ലെന്ന് ഞാൻ നിന്നൊട് പറഞ്ഞതാ.,Anger
"ഫോൺ അവന് കൊടുക്കരുത്. അവൻ  എന്‍റെ ഒരു ഫണ്ണി വീഡിയോ റെക്കോർഡ് ചെയ്താൽ, എനിക്ക് എന്‍റെ എല്ലാ ഫോളോവേഴ്‌സിനെയും ചിലപ്പോ നഷ്ടമാവും.",Fear
ടിക്കറ്റുകളുടെ ലഭ്യതയെക്കുറിച്ച് ഞങ്ങൾക്കിടയിൽ  തർക്കമുണ്ടായപ്പോ റെയിൽവേ ബുക്കിംഗ് ക്ലാർക്ക് എന്‍റെ ബുക്കിംഗ് ഫോം ജനാലയിലൂടെ പുറത്തേക്ക് എറിഞ്ഞപ്പോൾ ഞാൻ അപ്‌സെറ്റ് ആയി .,Anger
വൗ ! ഈ ഫിലിമിൽ  രജനികാന്ത് ഉണ്ടെന്ന് എനിക്കറിയില്ലായിരുന്നു. ഈ ഫിലിമിൽ അദ്ദേഹത്തിന്‍റെ എൻട്രി പ്രതീക്ഷിച്ചെയ്യില്ല.,Surprise
ഞാൻ എന്‍റെ പെറ്റ്സിനെ നന്നായി പരിപാലിക്കുകയും അവർ ഏറ്റവും നന്നായി ജീവിക്കണമെന്ന് ആഗ്രഹിക്കുകയും ചെയ്യുന്നയാളാ. പക്ഷേ ഇങ്ങനെയൊക്കെ ആവുമെന്ന് കരുതിയതേയില്ല.,Sadness
ആ മനുഷ്യന്‍റെ പെരുമാറ്റം കാരണം എനിക്ക് വല്ലാതെ ദേഷ്യം വന്നു. കുറച്ച് നേരം കൂടി അവൻ ഇതേ രീതിയിൽത്തന്നെ  പെരുമാറിയാൽ ഞാൻ അവനെ അടിക്കും.,Anger
ബാങ്കിൽ നിന്നാണെന്ന് പറഞ്ഞ് സാമ്പത്തിക ഇടപാട് നടത്താന്‍ എന്നോട് ഒ.ടി.പി. ആവശ്യപ്പെട്ട് വിളിച്ച ആളെപ്പറ്റി എനിക്ക് ആശങ്കയുണ്ട്.,Fear
"ഹലോ മാഡം, ഞാനാ ആദ്യം ഇവിടെ വന്നത്. ആ സീറ്റ് എന്‍റെയാ.",Anger
റീഫണ്ട് തരാന്‍ കൈക്കൂലി ചോദിക്കുന്ന ഇന്‍കം ടാക്സ് ഉദ്യോഗസ്ഥരൊക്കെ മനുഷ്യരാണോ?,Disgust
എല്ലാ സോഫ്റ്റ് വെയർ  ഉൽപ്പന്നങ്ങളും ജെനുവിൻ   ആയതോണ്ട് നിങ്ങൾക്ക് ഒരു പ്രശ്നവും വരേണ്ടതല്ല. നിങ്ങൾക്ക് ഉറപ്പാണോ?,Surprise
"അർദ്ധരാത്രിയിൽ ഒറ്റയ്ക്ക് ബേസ്മെന്‍റിലേക്ക് പോകാനോ, അയ്യോ!",Fear
"ഓ! ഇത് എന്തൊരു വേദനയാ. ഞാൻ ഡംബെല്ലുകൾ എന്‍റെ കാലിൽ ഇട്ടു , അത് വല്ലാത്ത  വേദന. എനിക്ക് എന്‍റെ കാൽ ഉയർത്താൻ പറ്റുന്നില്ല .",Sadness
പന്ത് അടിക്കുമ്പോഴെല്ലാം ചില ടെന്നീസ് കളിക്കാർ ഉച്ചത്തിൽ പിറുപിറുക്കുന്നത് വെറുപ്പിക്കുന്ന കാര്യമാ.,Disgust
എന്‍റെ പുതിയ വീടിനായുള്ള ഈ വയറുകളുടെ ക്വാളിറ്റി  എന്നെ ശരിക്കും അത്ഭുതപ്പെടുത്തി . ഇത്രയും വ്യത്യാസം ഉണ്ടാകുമെന്ന് ഞാൻ വിചാരിച്ചിരുന്നില്ല!,Surprise
"ട്രെയിനിലെ ശുചിമുറിയില്‍ കയറാന്‍ ഒക്കത്തില്ല, അത്രയ്ക്ക് വൃത്തിഹീനമാണ്",Disgust
കൗൺസിലിങ്ങിലൂടെ ഭേദപ്പെടുന്നതിനു  മുമ്പ് ഞങ്ങളുടെ മകൻ നരകയാതന അനുഭവിച്ചുവെന്ന് കേട്ടപ്പോ  ഹൃദയം തകർന്നുപോയി .,Sadness
റോഡിന്‍റെ റോംഗ് സൈഡിലൂടെ വണ്ടി ഓടിക്കുന്ന വിദ്യാസമ്പന്നരെ എനിക്ക് കാണരുത്.,Disgust
ഞങ്ങളുടെ ക്ലീനിംഗ് പ്രക്രിയയെക്കുറിച്ച് വിശദമായി അറിഞ്ഞാൽ  നിങ്ങള്‍ ആശ്ചര്യപ്പെടും .,Surprise
തിരക്കേറിയ ട്രാഫിക്കിലൂടെ വണ്ടിയോടിച്ച് പോകുമ്പോൾ എല്ലാ ദിവസവും ഒരു തരി സ്വസ്ഥതയ്ക്ക് വേണ്ടി ആശിക്കാറുണ്ട് ഞാൻ.,Sadness
"പ്രദർശിപ്പിച്ചിരിക്കുന്ന കരകൗശല വസ്തുക്കളുടെ വ്യാപ്തിയും, വൈവിധ്യവും എന്നെ ശരിക്കും ഞെട്ടിച്ചു.",Surprise
കടൽത്തീരത്ത് നമ്മടെ മേലേ വന്നുവീഴുന്ന വല്യ തിര കണ്ട് എനിക്ക് ആകെ പരിഭ്രാന്തിയായി.,Fear
"വയലുകളിൽ അനുയോജ്യമായ ഉച്ചഭക്ഷണ സൗകര്യങ്ങൾ കണ്ടെത്തുന്നതിനെക്കുറിച്ച് എനിക്ക് ആശങ്കയുണ്ട്. ശരിയായ പോഷണമില്ലാതെ ജോലി ചെയ്യുന്നത് ബുദ്ധിമുട്ടാണ്, കഴിഞ്ഞ വർഷം കുറച്ച് തൊഴിലാളികൾ തളർന്നു വീണു.",Fear
"ഹലോ, എന്നെ ഒന്ന് സംസാരിക്കാൻ അനുവദിക്കുമോ?",Anger
ഒരേ സർവീസിന്  രണ്ട് തവണ ചാർജ് ഈടാക്കിയപ്പോൾ ഞാൻ നേരെ ഹോട്ടൽ മാനേജ്‌മെന്‍റിന്‍റെ അടുത്ത് പോയി.,Anger
കാശുണ്ടാക്കാൻ എന്ത് വൃത്തികേടും ചെയ്യുന്ന പണക്കാരോട് എനിക്ക് വെറുപ്പാണ്.,Disgust
എന്‍റെ സൈക്കിളിന്‍റെ കുറഞ്ഞ ബജറ്റ് കാരണം സൈക്കിൾ വിൽപ്പനക്കാരൻ എന്നെ അവഗണിക്കുമ്പോൾ എനിക്ക് വിഷമം തോന്നി .,Sadness
മോശം കാലാവസ്ഥ കാരണം ടൂർ റദ്ദാക്കിയ കാര്യം ഞങ്ങളെ അറിയിക്കാനുള്ള മര്യാദ അവർ കാണിച്ചില്ല.,Anger
ഞാൻ ഫീഡ്‌ബാക്ക് നൽകിയപ്പോൾ ഹോട്ടല്‍ മാനേജരുടെ മോശം റെസ്‌പൊൺസിൽ  എനിക്ക്  നിരാശയായി. ഞാൻ ഭക്ഷണ വിമർശകനാണെന്ന് അയാൾക്ക് അറിയില്ലായിരുന്നു .,Sadness
"ആ ഹോട്ടലിലെ റിസപ്ഷനിസ്റ്റിന്റെ പെരുമാറ്റം കണ്ടാല്‍ തോന്നും അവരാണ് ഹോട്ടലിന്റെ ഉടമയെന്ന്, ഇത്തരം ജീവനക്കാര്‍ കാരണം ആ ഹോട്ടലില്‍ ആരും പോകില്ല.",Disgust
ഞങ്ങളുടെ കേക്കുകൾ എത്ര സ്‌നേഹത്തോടെയും ശ്രദ്ധയോടെയും എത്ര നല്ല അനുഭവം ഉറപ്പാക്കിയാണ് ഉണ്ടാക്കിയിരിക്കുന്നതെന്നോ!,Happiness
വിരമിച്ച കളിക്കാരെ മറ്റ് ക്രിക്കറ്റ് ലീഗുകളിൽ കളിക്കുന്നതിൽ നിന്ന് വിലക്കാനുള്ള ബി. സി. സി. ഐ.യുടെ തീരുമാനം അത്ര നല്ലതായില്ല.,Disgust
"ഞാൻ എപ്പോഴും എന്‍റെ റിയർവ്യൂ മിററിലേക്ക് നോക്കും , പ്രത്യേകിച്ച് എന്‍റെ പുറകിൽ ഒരു സിറ്റി ബസ് ഉണ്ടെങ്കിൽ . എന്താന്നുവച്ചാ അവർക്ക് ബ്രേക്കു കുറവാണ്.",Fear
സ്ട്രോക്കിന് ശേഷം നിത്യവൃത്തി  ഒന്നും സ്വയം ചെയ്യാന്‍ കഴിയാതെയിരിക്കുന്ന എന്നോട് അവന്‍ അങ്ങനെ എന്തിനാ സംസാരിച്ചേ?,Anger
"നിങ്ങളുടെ മാനേജർ എന്ന നിലയ്ക്കു പറയാം, ഒരിക്കലും  ഞാൻ നിങ്ങളെ ഇത്ര നിരാശനായി കണ്ടിട്ടില്ല.",Surprise
കേടായ ഭക്ഷണമാണ്  കഴിച്ചതെന്നു അറിഞ്ഞപ്പോ   എനിക്ക് ആകെ വല്ലായ്മ തോന്നി . എനിക്ക് അസുഖം വരുമോ എന്ന് പേടിയുണ്ടായിരുന്നു.,Fear
വാടക വീടിന്‍റെ മാസ്റ്റർ ബെഡ്റൂമിലെ വാക്ക് ഇൻ ക്ലോസറ്റിൽ ഒരാൾക്ക് ഉറങ്ങാൻ കഴിയുന്നത് എന്നെ ശരിക്കും അത്ഭുതപ്പെടുത്തി.,Surprise
അടിപൊളി കാഴ്ച കാണാൻ കഴിയുന്ന പുതിയ 'അമൃത്സര്‍ എക്സ്പ്രസ്' ടിക്കറ്റ് ബുക്കിംഗിന് ഞാൻ സഹായിക്കാം .,Happiness
ഗ്യാസ് സിലിണ്ടർ ഡെലിവറി ബോയ് പറഞ്ഞ സമയത്ത് എത്തുകേയില്ല.,Anger
ഞങ്ങളുടെ എതിരാളികൾക്ക് വിശാലമായ ഉൽപ്പന്ന ഓപ്ഷനുകൾ ഉണ്ടായിരിക്കുമോയെന്ന് എനിക്ക് ആശങ്കയുണ്ട്.,Fear
ആരോ  നിങ്ങളുടെ വീട് കൊള്ളയടിച്ചുവെന്ന് കേട്ടതിൽ ഞങ്ങൾക്ക് വിഷമമുണ്ട്.,Sadness
"ഒരു പ്രാദേശിക ബിസിനസിൽ നിന്ന് ബൾക്ക് ഓർഡർ ലഭിക്കുകയും, ദീർഘകാലത്തേക്ക്  കരാർ ഒപ്പിടുകയും ചെയ്തിട്ടുണ്ട്.",Happiness
ബെംഗളൂരുവിൽ രാത്രി എട്ട് മണിക്ക് കൊടുത്ത ഓർഡർ ഡെലിവറി ചെയ്യാൻ ഹോട്ടലിന്‍റെ റൂം സർവീസ്  ഇതുവരെ തയ്യാറായിട്ടില്ല.,Anger
ഞാൻ എം.ആർ.ടി.എസ്. സ്റ്റേഷനിൽ നിന്ന് പുറത്തിറങ്ങിയപ്പോ റോഡ് നിറച്ചും വേസ്റ്റ് കണ്ട് ഞാൻ മുഖം പൊത്തി .,Disgust
"അതെ, ഞാൻ ഡ്രെയിനേജിൽ നിന്ന് പന്ത് എടുക്കാൻ പോവില്ല . അത്രയ്ക്ക് നാറ്റാ .",Disgust
എല്ലാ മാസവും വീട്ടിലേക്കുള്ള  സാധനങ്ങൾ  ഒരു  മുടക്കവും കൂടാതെ  അയൽപക്കത്തെ കടക്കാരൻ എത്തിക്കുന്നതുകൊണ്ട് അതിനെക്കുറിച്ച് ഞാൻ ശ്രദ്ധിക്കാറേ ഇല്ല.,Happiness
"ഓരോ തവണയും  ഫൗൾ ആകുമ്പോൾ റഫറിമാർക്ക് ചുറ്റും കൂട്ടംകൂടുകയും ,അവരെ ശല്യപ്പെടുത്തുകയും ചെയ്യുന്ന ഫുട്ബോൾ കളിക്കാരോട് എനിക്ക് വെറുപ്പ് തോന്നുന്നു.",Disgust
ക്ലയന്‍റ് മാനേജർ എല്ലാരുടേം മുന്നിൽ തന്‍റെ ടീമിനോട് ഷൗട്ട് ചെയ്യുന്നോണ്ട് എനിക്കയാളെ കാണാനേ ഇഷ്ടല്ല.,Disgust
ബുക്കുകളെ കുറിച്ച് നല്ല അറിവുള്ള ഒരു പുസ്തക കച്ചവടക്കാരനെ കണ്ടപ്പോ  എനിക്ക് സന്തോഷമായി . അവര്‍ നല്ല വായനക്കാരന്‍ ആണ്.,Happiness
"ഓ, അത് വളരെ കഷ്ടമാണ്. എന്‍റെ ബജറ്റിനുള്ളിൽ തന്നെ എന്തെങ്കിലും കിട്ടുമെന്നാണ് ഞാന്‍ കരുതിയത്.",Disgust
ഞങ്ങളാ പഴയ കോട്ടയ്ക്കകത്ത് കേറിയപ്പോൾ അതിന്‍റെയുള്ളിൽ പല പല യുദ്ധത്തിൽ മരിച്ച ആളുകളെക്കുറിച്ചോർത്ത് ഭയങ്കര സങ്കടം വന്നു.,Sadness
"ഞാൻ ഒരു ടാബ്ലറ്റ് എടുത്തു, പക്ഷേ ഇപ്പോൾ എനിക്ക് വ്യക്തമായി കാണാൻ പറ്റുന്നില്ലാ, എന്‍റെ കൈകൾ വിറയ്ക്കാ.",Fear
"തടസ്സമില്ലാത്ത, ആസ്വാദ്യമായ ഒരു എക്സ്പീരിയൻസാണ്  ഞാൻ പ്രതീക്ഷിച്ചത്, പക്ഷേ ഈ പരിപാടി എന്‍റെ പ്രതീക്ഷകൾക്കപ്പുറത്തായിരുന്നു, എന്നെ നിരാശപ്പെടുത്തി.",Sadness
പഴയ പുസ്‌തകങ്ങൾ ഇത്രയും വലിയ വിലയ്‌ക്ക്‌ അവർ വിൽക്കുന്നത്‌ വളരെ  അർത്ഥശൂന്യമാണ്‌.,Disgust
പാണ്‌ഡിത്യമുള്ള ഗവേഷണങ്ങളെ അവഗണിക്കാനും ജനപ്രീതിക്ക് വേണ്ടി തെറ്റിദ്ധരിപ്പിക്കുന്ന വിവരങ്ങൾ പ്രചരിപ്പിക്കാനുമാണ് നിങ്ങൾ മുതിരുന്നത് എന്നോര്‍ക്കണം.,Disgust
പ്രാക്ടീസ് ക്ലാസ്സിനിടെ എന്‍റെ കുട്ടിയുടെ മോശം പെരുമാറ്റം എന്നില്‍ നിരാശ ഉണ്ടാക്കി.,Sadness
"കൃഷിയ്ക്ക് ആവശ്യമായ വിവിധ  ഉപകരണങ്ങൾ  എന്നെ അമ്പരപ്പിച്ചു. ഞാൻ ഉദ്ദേശിച്ചത്, ഇത്രയും  ടൈപ്പ്  മണ്‍വെട്ടി  ഉണ്ടെന്ന് ആർക്കറിയാമായിരുന്നു?",Surprise
സ്വിറ്റ്സർലൻഡിലേക്കുള്ള യാത്രയിൽ ഗൈഡ് ഞങ്ങളോട് വളരെ മോശമായി പെരുമാറിയതിൽ ഞങ്ങൾ അവരോട് ദേഷ്യപ്പെട്ടു.,Anger
ഞങ്ങളുടെ ഇവന്‍റിൽ ഇവന്‍റ് മാനേജർ വേണ്ടത്ര സുരക്ഷാ മുൻകരുതലുകൾ  എടുക്കാത്തത് എന്നെ ദേഷ്യം പിടിപ്പിച്ചു . നമ്മുടെ കാര്യത്തിൽ  അദ്ദേഹത്തിനു ഒരു ശ്രദ്ധ ഇല്ലാത്തത് പോലെ !`,Anger
ചെന്നൈയിൽ നിന്ന് ഒരു സൂര്യഗ്രഹണം വീക്ഷിക്കുന്ന സമയത്ത് മേഘങ്ങൾ വന്നപ്പോൾ എനിക്ക് നിരാശയായി.,Sadness
എം. എസ്. ധോണിയെ കണ്ട യുവ ഇന്ത്യൻ ക്രിക്കറ്റ് ആരാധകൻ  സന്തോഷം കൊണ്ട് തുള്ളിച്ചാടി.,Happiness
ഞങ്ങൾക്ക് കിട്ടിയ ഹോട്ടൽ മുറിയിലെ അലങ്കാരങ്ങൾ ഒക്കെ കണ്ടപ്പോൾ ഞാനും ഭാര്യയും കണ്ണും മിഴിച്ച് നിന്നുപോയി.,Surprise
രണ്ടായിരത്തിയെട്ടിലെ മാന്ദ്യകാലത്ത് എന്‍റെ സാമ്പത്തികനില ആകെ തകരേണ്ടതായിരുന്നു.,Fear
